id,score
ENSE00000332835_007,0.008053474128246307
ENSE00000338771_002,0.02909720502793789
ENSE00000338771_003,0.0036460559349507093
ENSE00000338771_006,0.0014792481670156121
ENSE00000338771_008,0.003014802932739258
ENSE00000338771_009,0.0067357816733419895
ENSE00000338771_010,0.01140207052230835
ENSE00000338771_012,0.0016651153564453125
ENSE00000338771_013,0.014100153930485249
ENSE00000338771_014,0.004480421543121338
ENSE00000338771_016,0.010669727809727192
ENSE00000338771_021,0.014047384262084961
ENSE00000338771_022,0.002783139469102025
ENSE00000338771_023,0.0032317836303263903
ENSE00000373145_001,0.005650023464113474
ENSE00000373145_002,0.0020766344387084246
ENSE00000373145_003,0.004074318800121546
ENSE00000373145_004,0.002040550112724304
ENSE00000373145_005,0.004661202430725098
ENSE00000373145_006,0.0025674898643046618
ENSE00000373145_008,0.006490250583738089
ENSE00000373145_009,0.004133105278015137
ENSE00000373145_010,0.004295686725527048
ENSE00000373145_012,0.012004653923213482
ENSE00000373145_013,0.00965571403503418
ENSE00000373145_015,0.0024678707122802734
ENSE00000373145_016,0.004474619869142771
ENSE00000373145_018,0.004322946071624756
ENSE00000373145_019,0.004369954112917185
ENSE00000373145_021,0.001362040638923645
ENSE00000377990_001,0.004194717854261398
ENSE00000377990_002,0.0030214961152523756
ENSE00000377990_003,0.008968986570835114
ENSE00000377990_004,0.004944642540067434
ENSE00000377990_005,0.029203295707702637
ENSE00000377990_006,0.030731642618775368
ENSE00000377990_007,0.012907366268336773
ENSE00000377990_010,0.00932985544204712
ENSE00000377990_012,0.004209259990602732
ENSE00000377990_014,0.003473997116088867
ENSE00000377990_015,0.005154748912900686
ENSE00000377990_016,0.0020651817321777344
ENSE00000377990_017,0.003413001773878932
ENSE00000377990_018,0.0035849411506205797
ENSE00000379229_001,0.0029924314003437757
ENSE00000379229_002,0.0023014943581074476
ENSE00000379229_003,0.008005957119166851
ENSE00000379229_004,0.0016603432595729828
ENSE00000379229_005,0.004893819335848093
ENSE00000379229_006,0.00755174970254302
ENSE00000379229_007,0.0024719436187297106
ENSE00000379229_008,0.015445510856807232
ENSE00000379229_009,0.024128058925271034
ENSE00000379229_011,0.008938769809901714
ENSE00000379229_012,0.003814319847151637
ENSE00000379229_014,0.0019849140662699938
ENSE00000379234_001,0.009241084568202496
ENSE00000379234_003,0.0014687901129946113
ENSE00000379234_005,0.0028578441124409437
ENSE00000400053_001,0.012311617843806744
ENSE00000400053_002,0.0011165142059326172
ENSE00000400053_003,0.013068139553070068
ENSE00000400053_004,0.035219740122556686
ENSE00000400053_008,0.001868903636932373
ENSE00000400053_011,0.0022372405510395765
ENSE00000400053_012,0.0033712785225361586
ENSE00000400053_013,0.0014558074763044715
ENSE00000400053_014,0.004382761660963297
ENSE00000400053_015,0.002243121387436986
ENSE00000406138_001,0.010460853576660156
ENSE00000406138_003,0.008833964355289936
ENSE00000406138_006,0.007006605621427298
ENSE00000406138_007,0.006802976131439209
ENSE00000406138_010,0.004542490001767874
ENSE00000406138_012,0.0396156944334507
ENSE00000406138_013,0.08332177251577377
ENSE00000406138_014,0.019997337833046913
ENSE00000406871_001,0.004324654582887888
ENSE00000406871_002,0.004455725196748972
ENSE00000406871_003,0.006530702114105225
ENSE00000406871_004,0.0031431119423359632
ENSE00000406871_005,0.05031571909785271
ENSE00000406871_006,0.09010084718465805
ENSE00000406871_007,0.0301311407238245
ENSE00000406871_008,0.07080187648534775
ENSE00000406871_009,0.038290996104478836
ENSE00000406871_010,0.02409263513982296
ENSE00000406871_011,0.01015415322035551
ENSE00000406871_012,0.02089657448232174
ENSE00000406871_013,0.047506432980298996
ENSE00000406871_014,0.010192613117396832
ENSE00000406871_015,0.021039938554167747
ENSE00000406871_016,0.010523487813770771
ENSE00000406871_017,0.07381750643253326
ENSE00000406871_018,0.026414548978209496
ENSE00000406871_019,0.09040125459432602
ENSE00000406871_021,0.08341874927282333
ENSE00000406871_022,0.04364136978983879
ENSE00000406871_024,0.0220775306224823
ENSE00000411843_001,0.015146414749324322
ENSE00000411843_003,0.0045289755798876286
ENSE00000411843_006,0.008156418800354004
ENSE00000411843_007,0.005706449504941702
ENSE00000411843_008,0.011136551387608051
ENSE00000411843_009,0.003476520301774144
ENSE00000411843_010,0.002792060375213623
ENSE00000411843_011,0.007517099380493164
ENSE00000411843_012,0.0029579102993011475
ENSE00000411843_014,0.004096766468137503
ENSE00000411843_015,0.01630212925374508
ENSE00000411843_016,0.01989988423883915
ENSE00000411843_017,0.010470290668308735
ENSE00000411843_018,0.0029127001762390137
ENSE00000411843_021,0.0019103685626760125
ENSE00000411843_022,0.004366795066744089
ENSE00000411843_023,0.009711782447993755
ENSE00000411843_024,0.0020085684955120087
ENSE00000411843_025,0.013662894256412983
ENSE00000411843_026,0.24790972471237183
ENSE00000411843_027,0.005612313747406006
ENSE00000411843_028,0.010931055061519146
ENSE00000411843_029,0.4150337278842926
ENSE00000411843_031,0.00976341962814331
ENSE00000411843_032,0.013924340717494488
ENSE00000411843_034,0.0052431426011025906
ENSE00000412978_001,0.03393874689936638
ENSE00000412978_002,0.020565291866660118
ENSE00000412978_005,0.05060303211212158
ENSE00000412978_006,0.028855761513113976
ENSE00000412978_007,0.10457909107208252
ENSE00000412978_008,0.03711995854973793
ENSE00000412978_009,0.04329085350036621
ENSE00000430832_001,0.015474538318812847
ENSE00000430832_003,0.07900383323431015
ENSE00000430832_005,0.05079758167266846
ENSE00000430832_007,0.24922414124011993
ENSE00000430832_010,0.14458735287189484
ENSE00000430832_013,0.03575223684310913
ENSE00000430832_016,0.11427754163742065
ENSE00000430832_018,0.4680894613265991
ENSE00000430832_021,0.03651871159672737
ENSE00000430832_023,0.15977029502391815
ENSE00000430832_024,0.7146716713905334
ENSE00000430832_029,0.13283811509609222
ENSE00000434370_011,0.010781208984553814
ENSE00000434370_017,0.016783615574240685
ENSE00000434370_025,0.002686361549422145
ENSE00000436145_001,0.0026556651573628187
ENSE00000436145_003,0.004779160022735596
ENSE00000436145_004,0.0030434082727879286
ENSE00000436145_006,0.0015232550213113427
ENSE00000436145_007,0.011623124592006207
ENSE00000436145_008,0.0013633767375722528
ENSE00000436145_009,0.0011669794330373406
ENSE00000436145_011,0.0019843776244670153
ENSE00000502777_001,0.006510058883577585
ENSE00000502777_006,0.005682250019162893
ENSE00000502777_007,0.00517978286370635
ENSE00000502777_008,0.0056368508376181126
ENSE00000502777_009,0.002038975479081273
ENSE00000502777_010,0.005452281329780817
ENSE00000502777_013,0.004850268363952637
ENSE00000502777_015,0.003671149490401149
ENSE00000502777_016,0.002815067768096924
ENSE00000502777_017,0.002829690696671605
ENSE00000502777_018,0.003205160377547145
ENSE00000502777_022,0.0077891298569738865
ENSE00000502777_024,0.0022624123375862837
ENSE00000521581_003,0.39295530319213867
ENSE00000522305_012,0.0037244558334350586
ENSE00000522305_016,0.02068527601659298
ENSE00000525807_001,0.007534245494753122
ENSE00000525807_003,0.024505972862243652
ENSE00000525807_004,0.005444228649139404
ENSE00000525807_005,0.016383787617087364
ENSE00000525807_006,0.004594465252012014
ENSE00000525807_009,0.010806103236973286
ENSE00000525807_010,0.006589511875063181
ENSE00000525807_012,0.024520933628082275
ENSE00000525807_014,0.03663090988993645
ENSE00000525807_015,0.00749574089422822
ENSE00000525807_016,0.00593807315453887
ENSE00000525807_017,0.013673205859959126
ENSE00000535552_001,0.03145182132720947
ENSE00000535552_002,0.07467453926801682
ENSE00000535552_003,0.053559791296720505
ENSE00000535552_004,0.0731818675994873
ENSE00000535552_005,0.1812228411436081
ENSE00000535552_006,0.39608943462371826
ENSE00000535552_009,0.017606765031814575
ENSE00000535552_010,0.04268766567111015
ENSE00000535552_011,0.1908332109451294
ENSE00000535552_012,0.03855706378817558
ENSE00000535552_013,0.1053386852145195
ENSE00000535552_014,0.10696693509817123
ENSE00000535552_015,0.04863932728767395
ENSE00000535552_017,0.10137901455163956
ENSE00000535552_019,0.11474385112524033
ENSE00000535552_020,0.07759997993707657
ENSE00000535552_021,0.0366688072681427
ENSE00000535552_023,0.24701131880283356
ENSE00000535552_025,0.09091716259717941
ENSE00000535552_026,0.07575196027755737
ENSE00000540397_003,0.030378075316548347
ENSE00000540397_011,0.024620750918984413
ENSE00000540397_012,0.005779574159532785
ENSE00000542500_001,0.0019537608604878187
ENSE00000542500_002,0.013587216846644878
ENSE00000542500_003,0.03180019184947014
ENSE00000542500_004,0.011438469402492046
ENSE00000542500_005,0.012268006801605225
ENSE00000542500_006,0.015163660049438477
ENSE00000542500_007,0.03421984240412712
ENSE00000542500_011,0.05610060691833496
ENSE00000542500_012,0.016627511009573936
ENSE00000542500_013,0.023268520832061768
ENSE00000542500_014,0.020580746233463287
ENSE00000542500_015,0.019829576835036278
ENSE00000542500_016,0.0022756766993552446
ENSE00000542500_017,0.007312444504350424
ENSE00000542500_018,0.01138915866613388
ENSE00000542500_019,0.01129884272813797
ENSE00000542500_020,0.0038364927750080824
ENSE00000542500_022,0.003244678257033229
